sentence,label,label_idx
who should get vaccinated first?,Do I qualify for the vaccine?,32
I think that first responders and frontline workers should be prioritized first for getting vaccinated.,Do I qualify for the vaccine?,32
Who is eligible to have the Covid vaccine?,Do I qualify for the vaccine?,32
I'm too young right now to qualify to get the vaccine.,Do I qualify for the vaccine?,32
I have to wait till my turn to get vaccinated.,Do I qualify for the vaccine?,32
How do I know where I am in the priority groups,Do I qualify for the vaccine?,32
How do I check when I will get the jab,Do I qualify for the vaccine?,32
Where do I go for information to see if I will be able to have the vaccine?,Do I qualify for the vaccine?,32
Am I qualified to get the vaccine?,Do I qualify for the vaccine?,32
What makes you qualified to get the vaccine,Do I qualify for the vaccine?,32
"I have underlying health issues, does that qualify me to get the vaccine?",Do I qualify for the vaccine?,32
How do i know if i can get the vaccine,Do I qualify for the vaccine?,32
I want to get vaccinated but I don't think I am in the beneficiary groups,Do I qualify for the vaccine?,32
What are the priority groups to get vaccinated for COVID-19?,Do I qualify for the vaccine?,32
"I want to get the vaccine, but I think I'm not a priority",Do I qualify for the vaccine?,32
How old do I have to be to get the vaccine?,Do I qualify for the vaccine?,32
I would like to get vaccinated but I don't know which are the priority groups for vaccination,Do I qualify for the vaccine?,32
How do I find out who qualifies to get the vaccine,Do I qualify for the vaccine?,32
"I'm a diabetic, am I in a priority group for the vaccine?",Do I qualify for the vaccine?,32
who will be the first to be vaccinated?,Do I qualify for the vaccine?,32
I suffer from allergic reactions can I still get the vaccine?,Do I qualify for the vaccine?,32
it is the same dose as adults for children,Do children receive the same dose of Pfizer as adults?,178
Children will receive the same dose as adults,Do children receive the same dose of Pfizer as adults?,178
Is the dosage of pfizer the same for children and adults?,Do children receive the same dose of Pfizer as adults?,178
the children will have the same dose,Do children receive the same dose of Pfizer as adults?,178
Do children get the same Pfizer dose as adults?,Do children receive the same dose of Pfizer as adults?,178
the same dose of vaccine can be given to children?,Do children receive the same dose of Pfizer as adults?,178
could minors receive the pfizer dose?,Do children receive the same dose of Pfizer as adults?,178
Is Pfizer administered to children in the same way that it is administered to adults?,Do children receive the same dose of Pfizer as adults?,178
the adult vaccine will have the same effect on children,Do children receive the same dose of Pfizer as adults?,178
the adult vaccine will have the same effect on children?,Do children receive the same dose of Pfizer as adults?,178
Children and adults receive the same dose of pfizer?,Do children receive the same dose of Pfizer as adults?,178
the dose of pfizer received by children and adults is the same?,Do children receive the same dose of Pfizer as adults?,178
children are receiving the same dose as adults without side effects,Do children receive the same dose of Pfizer as adults?,178
Is Pfizer administered to children in the same way as it is administered to adults?,Do children receive the same dose of Pfizer as adults?,178
Do children get the same dose of Pfizer as adults?,Do children receive the same dose of Pfizer as adults?,178
it will be the same dose of vaccine,Do children receive the same dose of Pfizer as adults?,178
Is magnetism one of the reactions to the vaccine?,Do people become magnetic after getting vaccinated?,139
Why are keys sticking to my vaccinated parents forehead,Do people become magnetic after getting vaccinated?,139
Why are people magnetic after the hab,Do people become magnetic after getting vaccinated?,139
Will a magnet stick to my arm after I get the second injection?,Do people become magnetic after getting vaccinated?,139
after being vaccinated can I suffer from magnetism?,Do people become magnetic after getting vaccinated?,139
I believe that a person cannot become magnetic just by getting vaccinated against covid,Do people become magnetic after getting vaccinated?,139
Is it possible for people to create magnetism after receiving the covid-19 vaccine?,Do people become magnetic after getting vaccinated?,139
"If I get vaccinated against covid-19, will I get magnetic?",Do people become magnetic after getting vaccinated?,139
Do people who get vaccinated end up attracting metals to the vaccinated area?,Do people become magnetic after getting vaccinated?,139
Will I become magnetic after a vaccine,Do people become magnetic after getting vaccinated?,139
Will a magnet stick to me after my shot?,Do people become magnetic after getting vaccinated?,139
Why are objects sticking to me after my vaccine shot,Do people become magnetic after getting vaccinated?,139
I can become magnetic if I get vaccinated against the covid,Do people become magnetic after getting vaccinated?,139
Why is my arm magnetic after getting the vaccine?,Do people become magnetic after getting vaccinated?,139
Can Vaccines Make Our Body Magnetic?,Do people become magnetic after getting vaccinated?,139
Will I become magnetic?,Do people become magnetic after getting vaccinated?,139
Will the vaccine make me magnetic?,Do people become magnetic after getting vaccinated?,139
as a side effect is magnetism considered?,Do people become magnetic after getting vaccinated?,139
How can i know that im not going to be  magnetic after getting vaccinated?,Do people become magnetic after getting vaccinated?,139
Do people become magnetic after getting vaccinated?,Do people become magnetic after getting vaccinated?,139
